filepath,species,genus,family,split,ivc_score,ivc_category
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\120874992_204487757.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\124819715_211604892.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\135808390_231670685.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\135852945_231715596.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\136621719_233198928.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\139469024_238550241.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\139509928_238629480.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\139647696_238889303.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\140548471_240599291.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\141998366_243377302.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\147229076_253302651.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\147985179_254746485.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\149408800_257450564.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\154507076_266978008.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\165047829_285649823.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\167504981_290181208.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\172037042_298594159.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\174340679_302864853.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\177346097_308433560.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\184520618_322106586.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\186790774_326502264.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\187182024_327288334.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\188144385_329203976.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\191510324_335986177.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\192594142_338070209.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\193386072_339714064.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\194302056_341502983.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\195358671_343660665.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\195845256_344648518.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\196889408_346630249.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\197624440_348120600.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\202310098_357282715.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\204958052_362333361.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\212995979_376396438.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\213320505_376993191.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\215330215_380687790.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\215803740_381577669.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\216569463_383025316.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\225831287_400414822.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\226547376_401794515.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\236721934_421182294.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\237440212_422574274.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\241955429_431288259.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\245679414_438451573.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\246637290_440338447.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\247979230_442997557.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\248772473_444577919.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\249097936_445219910.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\250737194_448505475.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\256696849_460304308.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\256911038_460736181.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\256992304_460914649.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\261771291_470349029.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\284927197_512102967.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\285377857_512947734.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\298273347_537249251.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\307604429_554852228.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\308109548_555838186.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\314596291_568218899.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\317988667_574658116.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\319652517_577841263.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\322110650_582643672.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\331669296_601730306.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\335399916_609293846.jpg,Nothura maculosa,Nothura,Tinamidae,query,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\89831262_148377336.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Nothura\Nothura_maculosa\99647031_166156908.jpg,Nothura maculosa,Nothura,Tinamidae,gallery,1,Bajo
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\103069312_172424943.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\104574785_175255818.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\116857839_197294481.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\117669834_198736501.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\123899226_209946459.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\135049416_230288621.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\135895963_231855497.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\136681853_233314188.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\144038529_247136116.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\146358053_251605355.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\150587685_259693288.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\161229394_278669278.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\161784551_279674407.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\165349492_286212745.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\173605243_301499867.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\174550606_303252041.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\177540041_308792246.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\17948225_27425053.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\17964300_27454266.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\190548690_334069659.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\192453076_337848635.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\193372907_339690630.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\196277480_345507375.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\197388709_347642943.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\205332465_363054753.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\209639165_370937195.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\216517898_382934297.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\224491904_397886381.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\229568699_407510573.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\232995887_414018957.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\233822266_415588652.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\250359058_447738054.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\261290335_469388577.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\265569221_477038357.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\265851070_477594424.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\265956954_477791348.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\28032401_43669506.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\284090461_510518691.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\291899625_525228279.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\298309806_537320749.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\298401052_537498217.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\303359287_546767341.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\314081811_567250820.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\315158734_569308105.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\318228742_575112869.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\319415342_577385954.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\321470732_581390533.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\327441465_593218809.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\329401188_597080928.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\333227820_604928867.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\334482283_607429455.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\336546578_611598180.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\34691964_54629299.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\40152088_63777485.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\40152420_63778122.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\63603300_102104769.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\67313323_108726332.jpg,Tinamus solitarius,Tinamus,Tinamidae,gallery,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\81938724_134433931.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
data\fauna_seleccionada_bosque_atlantico\images\Tinamidae\Tinamus\Tinamus_solitarius\91797438_151900159.jpg,Tinamus solitarius,Tinamus,Tinamidae,query,6,Crítico
